user_id,session_duration,total_page_clicks,cancel_rate,num_trips,num_flights,num_hotels,flight_discount,hotel_discount,flight_discount_amount,hotel_discount_amount,base_fare_usd,hotel_price_per_room_night_usd,checked_bags,seats,nights,rooms,trips_rebooked,co_booked_trips,flight_only_trips,hotel_only_trips,married,has_children,gender_F,gender_M,rebooking_ratio,co_booking_ratio,flight_only_ratio,hotel_only_ratio
23557,-1.3245822483982044,-0.9565486648353789,0.0,-0.5,-1.0,0.0,0.0,2.0,0.0,7.125711418669908,-4.783514388372673,-0.07054198452128513,-0.658683161076804,-3.8017840169239316,1.3100019998680505,1.8945304820059299,0.0,-1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-1.9452577742021837,0.0,3.10628371950539
94883,-1.4030956819889788,-1.209990462642304,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.016798178140530366,-0.638133760600969,0.13506149315359536,1.2239010857415453,-1.2169959899404235,1.8945304820059299,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4641630654510255,0.0,0.0
101486,0.6346203868037256,0.06794850383983851,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,-1.0818337115903744,0.025795843294776712,-0.658683161076804,-1.577882931182386,0.31000199986805027,1.8945304820059299,0.0,-0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.5358369345489745,0.0,1.8170594925112873
101961,-0.5779753101425147,0.0,0.0,1.0,1.5,1.5,0.6000000000000001,0.0,0.8019656576923512,0.0,0.23904494314969751,0.4783641258236343,0.0,0.0,0.2582274885597975,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4641630654510255,0.0,0.0
106907,0.25908485593685027,1.3972450735495368,0.125,-1.0,0.0,0.0,1.5,2.0,0.0,0.0,0.9431552635687053,-0.3362046060884055,1.491976942010319,3.8017840169239316,1.4203584774198996,5.8849491923617165,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.8735839051042342,0.0,0.0
118043,0.05050796891899824,0.5606834135017086,0.0,1.0,0.5,1.0,0.6000000000000001,2.4,1.5883581783717289,4.093255037237664,0.6846562726256428,0.7226184836916358,0.2614030824062447,0.5227586988632229,0.6427584400467276,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.7756602606914664,1.1827489635353199,1.5078734502500786
120851,-0.8846402569883903,-1.8254320578768761,0.0,-1.0,-0.5,-0.5,0.0,0.0,0.0,0.0,-0.5861860032631394,-0.6288743442949367,-0.658683161076804,0.0,1.4203584774198996,0.0,0.0,-0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4641630654510255,0.0,0.0
125845,0.5335710669900959,0.5064929114075749,0.0,0.0,0.5,0.5,1.0,0.0,1.9759012534970428,0.0,0.4815259147062593,-0.031128546955720357,0.341316838923196,0.8454879529219202,-0.4872619880436798,1.3087681003312956,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4641630654510255,0.0,0.0
133058,-0.9250648120180158,-1.209990462642304,0.0,-1.0,-0.5,-1.0,0.0,0.0,0.0,0.0,-0.518572418470217,-5.01837906474446,-0.658683161076804,0.0,-1.7312471447788258,-5.8849491923617165,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9452577742021837,4.496556105601924,0.0
149058,-1.1422605445110345,0.24469497982952987,0.0,1.0,1.5,1.5,0.6000000000000001,0.0,0.4029679247892975,0.0,0.5486707467567165,0.6591774762217456,0.0,0.5227586988632229,0.5412403216331251,0.8092012510390698,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4641630654510255,0.0,0.0
152583,0.8955165749326622,0.35022403630190696,0.0,-1.0,-0.5,-0.5,0.0,0.0,0.0,0.0,-0.6176727444189687,-0.4970162361072746,1.491976942010319,0.0,-0.3378778341536493,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4641630654510255,0.0,0.0
153982,-0.436621875182693,0.3648961975046188,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.2098018648082791,0.4020059933952999,-0.09551236645047945,0.0,-0.6566197736857983,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4641630654510255,0.0,0.0
160754,-0.1921956818600621,-0.8526164401574539,0.0,-1.0,-0.5,-0.5,0.0,0.0,0.0,0.0,-1.5765844018726116,-0.4930880313027384,0.69823228777992,0.0,-0.3378778341536493,0.0,0.0,-0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4641630654510255,0.0,0.0
164522,-0.15986982506893962,-0.7777566563817965,0.0,-1.0,-0.5,-0.5,3.0,0.0,1.9759012534970468,0.0,-0.6975352928805979,-0.42173419711781607,0.69823228777992,0.0,1.6158676927261533,0.0,0.0,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4641630654510255,0.0,0.0
167852,-0.3934761774586333,-1.5305744279146267,0.0,-1.5,-1.0,-1.0,0.0,0.0,0.0,0.0,-4.783514388372673,-5.01837906474446,-0.658683161076804,-3.8017840169239316,-1.7312471447788258,-5.8849491923617165,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9452577742021837,0.0,0.0
171470,-0.614071367385121,1.7205513337595983,0.25,-1.0,0.0,-0.5,3.0,2.0,1.9759012534970468,0.0,0.9431552635687053,-5.01837906474446,-0.658683161076804,0.0,-1.7312471447788258,-5.8849491923617165,2.0,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.4641630654510255,4.496556105601924,0.0
