user_id,session_duration,total_page_clicks,num_trips,num_flights,num_hotels,flight_discount,hotel_discount,hotel_price_per_room_night_usd,checked_bags,seats,nights,rooms,rebooking_ratio,co_booking_ratio,flight_only_ratio,hotel_only_ratio,log_money_spent_hotel,log_money_spent_flight
23557,-1.3245822483982044,-0.9565486648353789,-0.5,-1.0,0.0,0.0,2.0,-0.07054198452128513,-0.658683161076804,-3.8017840169239316,1.3100019998680505,1.8945304820059299,0.0,-1.9452577742021837,0.0,3.10628371950539,0.6815935544669849,-5.846818380501243
94883,-1.4030956819889788,-1.209990462642304,-0.5,0.0,0.0,0.0,0.0,-0.638133760600969,0.13506149315359536,1.2239010857415453,-1.2169959899404235,1.8945304820059299,0.0,0.4641630654510255,0.0,0.0,-1.6295773359961658,-0.07811691511608605
101486,0.6346203868037256,0.06794850383983851,-0.5,-0.5,0.0,0.0,0.0,0.025795843294776712,-0.658683161076804,-1.577882931182386,0.31000199986805027,1.8945304820059299,0.0,-0.5358369345489745,0.0,1.8170594925112873,0.326479947814694,-1.3670277232130856
101961,-0.5779753101425147,0.0,1.0,1.5,1.5,0.6000000000000001,0.0,0.4783641258236343,0.0,0.0,0.2582274885597975,0.0,0.0,0.4641630654510255,0.0,0.0,0.3954261876129282,0.22808993501782399
106907,0.25908485593685027,1.3972450735495368,-1.0,0.0,0.0,1.5,2.0,-0.3362046060884055,1.491976942010319,3.8017840169239316,1.4203584774198996,5.8849491923617165,1.0986122886681096,1.8735839051042342,0.0,0.0,1.2648913958801744,1.083623071418565
118043,0.05050796891899824,0.5606834135017086,1.0,0.5,1.0,0.6000000000000001,2.4,0.7226184836916358,0.2614030824062447,0.5227586988632229,0.6427584400467276,1.0,0.0,-0.7756602606914664,1.1827489635353199,1.5078734502500786,0.9764757546235625,0.7707864262134573
120851,-0.8846402569883903,-1.8254320578768761,-1.0,-0.5,-0.5,0.0,0.0,-0.6288743442949367,-0.658683161076804,0.0,1.4203584774198996,0.0,0.0,0.4641630654510255,0.0,0.0,0.2614323449824804,-0.7671926301977898
125845,0.5335710669900959,0.5064929114075749,0.0,0.5,0.5,1.0,0.0,-0.031128546955720357,0.341316838923196,0.8454879529219202,-0.4872619880436798,1.3087681003312956,0.0,0.4641630654510255,0.0,0.0,-0.47751766484493136,0.4715042672243974
133058,-0.9250648120180158,-1.209990462642304,-1.0,-0.5,-1.0,0.0,0.0,-5.01837906474446,-0.658683161076804,0.0,-1.7312471447788258,-5.8849491923617165,0.0,-1.9452577742021837,4.496556105601924,0.0,-5.009979129451652,-0.6853663648040964
149058,-1.1422605445110345,0.24469497982952987,1.0,1.5,1.5,0.6000000000000001,0.0,0.6591774762217456,0.0,0.5227586988632229,0.5412403216331251,0.8092012510390698,0.0,0.4641630654510255,0.0,0.0,0.9457549953858814,0.6019929830981741
152583,0.8955165749326622,0.35022403630190696,-1.0,-0.5,-0.5,0.0,0.0,-0.4970162361072746,1.491976942010319,0.0,-0.3378778341536493,0.0,0.0,0.4641630654510255,0.0,0.0,-0.8102796745285253,-0.8052980264149877
153982,-0.436621875182693,0.3648961975046188,0.0,0.5,0.5,0.0,0.0,0.4020059933952999,-0.09551236645047945,0.0,-0.6566197736857983,0.0,0.0,0.4641630654510255,0.0,0.0,-0.48560391026748395,-0.3116908475677428
160754,-0.1921956818600621,-0.8526164401574539,-1.0,-0.5,-0.5,0.0,0.0,-0.4930880313027384,0.69823228777992,0.0,-0.3378778341536493,0.0,0.0,0.4641630654510255,0.0,0.0,-0.8070395392561132,-1.965777240942916
164522,-0.15986982506893962,-0.7777566563817965,-1.0,-0.5,-0.5,3.0,0.0,-0.42173419711781607,0.69823228777992,0.0,1.6158676927261533,0.0,0.0,0.4641630654510255,0.0,0.0,0.548436992917099,-0.9455758463642832
